|state_code|county_code|site_number|parameter_code|poc|parameter_name|open_date|close_date|concurred_exclusions|dominant_source|measurement_scale|measurement_scale_def|monitoring_objective|last_method_code|last_method_description|last_method_begin_date|naaqs_primary_monitor|qa_primary_monitor|monitor_type|networks|monitoring_agency_code|monitoring_agency|si_id|latitude|longitude|datum|lat_lon_accuracy|elevation|probe_height|pl_probe_location|local_site_name|address|state_name|county_name|city_name|cbsa_code|cbsa_name|csa_code|csa_name|tribal_code|tribe_name
5|30|049|0026|88101|2|PM2.5 - Local Conditions|2009-08-05|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|116|BGI Model PQ200 PM2.5 Sampler w/WINS - GRAVIMETRIC|2009-08-05|||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|91435|46.658762|-112.013089|WGS84|10.0|1131.0|4.5|TOP OF BUILDING|ROSSITER PUMP HOUSE|1497 SIERRA ROAD EAST|Montana|Lewis and Clark|Helena Valley West Central|25740|Helena, MT||||
6|30|093|0005|88101|3|PM2.5 - Local Conditions|2010-03-19|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2010-03-19|Y|Y|SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|9445|46.002602|-112.501247|WGS84|0.0|1682.0|4.5|TOP OF BUILDING|Butte Greeley School|Alley Btwn N. Park Pl. and S. Park Pl.|Montana|Silver Bow|Butte-Silver Bow (Remainder)|15580|Butte-Silver Bow, MT||||
7|30|111|0085|88101|3|PM2.5 - Local Conditions|2015-05-08|2017-11-29||AREA|MIDDLE SCALE|100 M TO 500 M|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2015-05-08|||||0730|MT Dept Of Environmental Quality, Air Quality Division|92198|45.7804|-108.511542|WGS84|10.0|965.0|4.0|TOP OF BUILDING|ST LUKES|2ND AVE N. and N 32ND ST.|Montana|Yellowstone|Billings|13740|Billings, MT||||
8|30|083|0002|88101|3|PM2.5 - Local Conditions|2017-05-01|||MOBILE|NEIGHBORHOOD|500 M TO 4KM|SOURCE ORIENTED|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2017-05-01|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|103973|47.8679|-104.676944|NAD83|5.5|713.0|4.7|TOP OF BUILDING|Sidney 201|Corner of CR 326 and State Highway 201|Montana|Richland|Not in a City||||||
9|30|093|0005|88101|2|PM2.5 - Local Conditions|2012-10-06|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|116|BGI Model PQ200 PM2.5 Sampler w/WINS - GRAVIMETRIC|2012-10-06|||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|9445|46.002602|-112.501247|WGS84|0.0|1682.0|4.5|TOP OF BUILDING|Butte Greeley School|Alley Btwn N. Park Pl. and S. Park Pl.|Montana|Silver Bow|Butte-Silver Bow (Remainder)|15580|Butte-Silver Bow, MT||||
10|30|081|0007|88101|3|PM2.5 - Local Conditions|2008-07-01||All (2008-07-01 - 2010-01-01)|AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2008-07-01|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|92469|46.243621|-114.158889|WGS84|10.0|1088.0|4.5|TOP OF BUILDING|HAMILTON - PS 46|MADISON AND 3RD STREET SOUTH|Montana|Ravalli|Hamilton||||||
11|30|029|0049|88101|3|PM2.5 - Local Conditions|2011-08-27|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2011-08-27|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|96437|48.363694|-114.189272|WGS84|10.0|928.0|4.5|TOP OF BUILDING|Flathead Valley|610 13th Street West (located in Athletic Field at this address)|Montana|Flathead|Columbia Falls|28060|Kalispell, MT||||
12|30|031|0017|88101|1|PM2.5 - Local Conditions|2015-08-01|||MOBILE|MICROSCALE|0 M TO 100 M|SOURCE ORIENTED|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2015-08-01|Y||NON-EPA FEDERAL||0745|National Park Service|94672|44.657014|-111.089618|WGS84|3.0|2030.0|4.4|TOP OF BUILDING|West Yellowstone Park Ent #2|NE of West Park Entrance Gate|Montana|Gallatin|Not in a City|14580|Bozeman, MT||||
13|30|063|0024|88101|3|PM2.5 - Local Conditions|2008-11-15|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2008-11-15|Y|Y|SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|9289|46.842181|-114.021499|WGS84|0.0|975.0|4.5|TOP OF BUILDING|MSLA Boyd Park|BOYD PARK, 3100 WASHBURN Rd.|Montana|Missoula|Missoula|33540|Missoula, MT||||
14|30|049|0026|88101|3|PM2.5 - Local Conditions|2009-08-04|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2012-10-12|Y|Y|SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|91435|46.658762|-112.013089|WGS84|10.0|1131.0|4.5|TOP OF BUILDING|ROSSITER PUMP HOUSE|1497 SIERRA ROAD EAST|Montana|Lewis and Clark|Helena Valley West Central|25740|Helena, MT||||
15|30|053|0018|88101|3|PM2.5 - Local Conditions|2011-08-11|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2015-12-04|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|9259|48.391545|-115.553309|WGS84|0.0|634.0|10.0|TOP OF BUILDING|Libby Courthouse Annex|418 Mineral Ave|Montana|Lincoln|Libby||||||
16|30|083|0001|88101|3|PM2.5 - Local Conditions|2008-10-10|2017-04-24||AREA|NEIGHBORHOOD|500 M TO 4KM|SOURCE ORIENTED|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2014-10-28|||||0730|MT Dept Of Environmental Quality, Air Quality Division|94795|47.803392|-104.485552|WGS84|6.4|776.0|4.7|TOP OF BUILDING|Sidney Oil Field|Corner Cnty Roads 335 and 131|Montana|Richland|Not in a City||||||
17|30|049|0026|88101|4|PM2.5 - Local Conditions|2016-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2016-01-01|||SPM||0730|MT Dept Of Environmental Quality, Air Quality Division|91435|46.658762|-112.013089|WGS84|10.0|1131.0|4.5|TOP OF BUILDING|ROSSITER PUMP HOUSE|1497 SIERRA ROAD EAST|Montana|Lewis and Clark|Helena Valley West Central|25740|Helena, MT||||
18|30|027|0006|88101|3|PM2.5 - Local Conditions|2012-10-01|||AREA|REGIONAL SCALE|50 TO HUNDREDS KM|GENERAL/BACKGROUND|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2012-10-01|Y||SPM||0730|MT Dept Of Environmental Quality, Air Quality Division|97043|47.048537|-109.455315|WGS84|5.5|1253.0|4.0|TOP OF BUILDING|Lewistown|303 East Aztec Drive Lewistown MT 59457|Montana|Fergus|Not in a City||||||
19|30|087|0001|88101|3|PM2.5 - Local Conditions|2010-02-05|||AREA|REGIONAL SCALE|50 TO HUNDREDS KM|GENERAL/BACKGROUND|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2013-08-20|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|95667|45.366151|-106.48982|WGS84|6.0|961.0|4.7|TOP OF BUILDING|Birney - Tongue river|SR 566, 3 Miles N of Birney|Montana|Rosebud|Not in a City||||||
20|30|071|0010|88101|3|PM2.5 - Local Conditions|2012-10-01|||AREA|REGIONAL SCALE|50 TO HUNDREDS KM|GENERAL/BACKGROUND|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2012-10-01|Y||SPM||0730|MT Dept Of Environmental Quality, Air Quality Division|97031|48.317507|-107.862471|WGS84|5.5|785.0|4.7|TOP OF BUILDING|Malta|2309 Short Oil Road, Malta, MT 59538|Montana|Phillips|Not in a City||||||
21|30|063|0037|88101|3|PM2.5 - Local Conditions|2009-10-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2009-10-01|Y||SLAMS||0730|MT Dept Of Environmental Quality, Air Quality Division|95340|47.012907|-114.224273|WGS84|3.0|933.0|4.6|TOP OF BUILDING|French Town - Beckwith|16134 Beckwith St, Frenchtown, MT|Montana|Missoula|Frenchtown|33540|Missoula, MT||||
0|31|055|0019|88101|2|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE; QUALITY ASSURANCE|545|Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric|2020-01-01|||SLAMS|NCORE|0816|Omaha-Douglas County Health Department|9620|41.247486|-95.973142|WGS84|0.0|372.0|9.0|TOP OF BUILDING|4102 Woolworth Ave. on Healthcenter Warehouse|DOUGLAS COUNTY HOSP  42ND & WOOLWORTH|Nebraska|Douglas|Omaha|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
1|31|055|0019|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|OTHER; POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2011-01-01|Y|Y|SLAMS|NCORE|0816|Omaha-Douglas County Health Department|9620|41.247486|-95.973142|WGS84|0.0|372.0|9.0|TOP OF BUILDING|4102 Woolworth Ave. on Healthcenter Warehouse|DOUGLAS COUNTY HOSP  42ND & WOOLWORTH|Nebraska|Douglas|Omaha|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
2|31|079|0004|88101|1|PM2.5 - Local Conditions|2004-05-09||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2010-01-02|Y||SLAMS||0752|Nebraska Department Of Environmental Control|92080|40.942099|-98.364967|WGS84|1.38|568.0|2.0|TOP OF BUILDING|Grand Island Senior High|2124 NORTH LAFAYETTE|Nebraska|Hall|Grand Island|24260|Grand Island, NE||||
3|31|109|0022|88101|2|PM2.5 - Local Conditions|1999-01-01||||||POPULATION EXPOSURE; QUALITY ASSURANCE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2010-01-02|||SLAMS||0752|Nebraska Department Of Environmental Control|9683|40.812591|-96.683314|WGS84|4.9|0.0|9.0|TOP OF BUILDING|ON ROOF OF HEALTH DEPARTMENT|3140 N ST LINCOLN|Nebraska|Lancaster|Lincoln|30700|Lincoln, NE|339|Lincoln-Beatrice, NE||
4|31|079|0005|88101|1|PM2.5 - Local Conditions|2019-11-26||||REGIONAL SCALE|50 TO HUNDREDS KM|REGIONAL TRANSPORT|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2019-11-26|||SLAMS||0752|Nebraska Department Of Environmental Control|104594|40.915555|-98.378888|NAD83|1.38|566.0|3.4|GROUND LEVEL SUPPORT|Grand Island NDOT|3305 W Old Potash Hwy|Nebraska|Hall|Grand Island|24260|Grand Island, NE||||
5|31|157|0004|88101|1|PM2.5 - Local Conditions|2009-05-13||||REGIONAL SCALE|50 TO HUNDREDS KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2010-01-02|Y||SLAMS||0752|Nebraska Department Of Environmental Control|95199|41.876853|-103.656561|WGS84|2.0|1186.0|2.0|GROUND LEVEL SUPPORT|Scottsbluff Senior High School|Highway 26 & 5th Avenue|Nebraska|Scotts Bluff|Scottsbluff|42420|Scottsbluff, NE||||
6|31|177|0002|88101|1|PM2.5 - Local Conditions|1999-04-06||||||POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-10-01|Y||SLAMS||0816|Omaha-Douglas County Health Department|9717|41.551211|-96.146175|WGS84|109305.56|0.0|9.0|TOP OF BUILDING|ON ROOF OF GOOD SHEPARD LUTHERAN HOME|2242 WRIGHT STREET|Nebraska|Washington|Blair|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
7|31|055|0052|88101|2|PM2.5 - Local Conditions|1999-01-01||||||POPULATION EXPOSURE; QUALITY ASSURANCE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2014-10-01|||SLAMS||0816|Omaha-Douglas County Health Department|9652|41.197847|-96.056686|WGS84|109305.56|0.0|9.0|TOP OF BUILDING|ON TOP OF ELEMENTARY SCHOOL|9225 BERRY|Nebraska|Douglas|Omaha|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
8|31|157|0006|88101|1|PM2.5 - Local Conditions|2020-03-24||||REGIONAL SCALE|50 TO HUNDREDS KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2020-03-24|Y||SLAMS||0752|Nebraska Department Of Environmental Control|104634|41.875556|-103.658056|NAD83|2.0|1186.0|3.4|GROUND LEVEL SUPPORT||Hwy 26 & 5th Ave|Nebraska|Scotts Bluff|Scottsbluff|42420|Scottsbluff, NE||||
9|31|109|0022|88101|1|PM2.5 - Local Conditions|1999-01-01||||||POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2010-01-02|Y|Y|SLAMS||0752|Nebraska Department Of Environmental Control|9683|40.812591|-96.683314|WGS84|4.9|0.0|9.0|TOP OF BUILDING|ON ROOF OF HEALTH DEPARTMENT|3140 N ST LINCOLN|Nebraska|Lancaster|Lincoln|30700|Lincoln, NE|339|Lincoln-Beatrice, NE||
10|31|055|0052|88101|1|PM2.5 - Local Conditions|1999-01-01||||||POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-10-01|Y|Y|SLAMS||0816|Omaha-Douglas County Health Department|9652|41.197847|-96.056686|WGS84|109305.56|0.0|9.0|TOP OF BUILDING|ON TOP OF ELEMENTARY SCHOOL|9225 BERRY|Nebraska|Douglas|Omaha|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
11|31|153|0007|88101|3|PM2.5 - Local Conditions|2010-07-01||||||POPULATION EXPOSURE; SOURCE ORIENTED|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2010-07-01|Y||SLAMS||0816|Omaha-Douglas County Health Department|9709|41.133294|-95.956103|WGS84|109305.56|0.0|9.0|TOP OF BUILDING|ON GOLDEN HILLS ELEMENTARY ROOF|2912 COFFEY AVE  BELLEVUE|Nebraska|Sarpy|Bellevue|36540|Omaha-Council Bluffs, NE-IA|420|Omaha-Council Bluffs-Fremont, NE-IA||
0|32|003|1501|88101|3|PM2.5 - Local Conditions|2017-01-01|||MOBILE|MICROSCALE|0 M TO 100 M|SOURCE ORIENTED|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-01-23|Y||SLAMS|NEAR ROAD|0226|Clark County, NV DAQEM|100213|36.139707|-115.175654|NAD83|1.0|1.0||TOP OF BUILDING|Rancho & Teddy|2755 South Rancho Drive|Nevada|Clark|Las Vegas|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
1|32|031|0031|88101|1|PM2.5 - Local Conditions|2020-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|545|Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric|2021-07-09|||SLAMS|NCORE|1138|Washoe County District Health Department|104651|39.521933|-119.7954|NAD83|15.0|1359.7128|5.0|TOP OF BUILDING|Reno4|1260-A Stewart St.|Nevada|Washoe|Reno|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
2|32|031|0031|88101|2|PM2.5 - Local Conditions|2020-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2020-01-01|Y|Y|SLAMS|NCORE|1138|Washoe County District Health Department|104651|39.521933|-119.7954|NAD83|15.0|1359.7128|4.0|TOP OF BUILDING|Reno4|1260-A Stewart St.|Nevada|Washoe|Reno|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
3|32|003|0540|88101|3|PM2.5 - Local Conditions|2012-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-01-25|||SLAMS|NCORE|0226|Clark County, NV DAQEM|95553|36.141875|-115.078742|NAD83|10.0|610.0|2.8|GROUND LEVEL SUPPORT|Jerome Mack-NCore|4250 Karen Ave|Nevada|Clark|Sunrise Manor|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
4|32|003|0540|88101|1|PM2.5 - Local Conditions|2010-10-02||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|545|Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric|2019-01-01|Y|Y|SLAMS|NCORE|0226|Clark County, NV DAQEM|95553|36.141875|-115.078742|NAD83|10.0|610.0|2.8|GROUND LEVEL SUPPORT|Jerome Mack-NCore|4250 Karen Ave|Nevada|Clark|Sunrise Manor|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
5|32|003|0540|88101|2|PM2.5 - Local Conditions|2014-01-05||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|545|Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric|2019-01-01|||SLAMS|NCORE|0226|Clark County, NV DAQEM|95553|36.141875|-115.078742|NAD83|10.0|610.0|2.8|GROUND LEVEL SUPPORT|Jerome Mack-NCore|4250 Karen Ave|Nevada|Clark|Sunrise Manor|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
6|32|003|0561|88101|3|PM2.5 - Local Conditions|2012-10-03||||NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2017-09-25|Y|Y|SLAMS||0226|Clark County, NV DAQEM|9756|36.163962|-115.11393|NAD83|0.3|0.0|4.0|TOP OF BUILDING|Sunrise Acres|2501 SUNRISE AVENUE|Nevada|Clark|Las Vegas|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
7|32|003|0073|88101|3|PM2.5 - Local Conditions|2020-01-01|||MOBILE|MIDDLE SCALE|100 M TO 500 M|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2020-01-01|Y|Y|SLAMS||0226|Clark County, NV DAQEM|9746|36.173415|-115.332728|NAD83|1.0|932.0|4.0|TOP OF BUILDING|Palo Verde|333 PAVILION CENTER DRIVE|Nevada|Clark|Las Vegas|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
8|32|003|0044|88101|3|PM2.5 - Local Conditions|2020-10-01|||MOBILE|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2020-10-01|Y||SPM||0226|Clark County, NV DAQEM|104696|36.004733|-115.268517|NAD83|10.0|821.0|6.0|TOP OF BUILDING|Mountains Edge Park|7929 West Mountains Edge Parkway|Nevada|Clark|Enterprise|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
9|32|031|0016|88101|3|PM2.5 - Local Conditions|2010-12-16|2019-12-31||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2010-12-16|||||1138|Washoe County District Health Department|9821|39.525083|-119.807717|WGS84|15.0|1341.0|4.6|TOP OF BUILDING|Reno3|301 A STATE STREET, RENO, NV 89502|Nevada|Washoe|Reno|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
10|32|003|1019|88101|1|PM2.5 - Local Conditions|1999-01-01|2017-09-30|||REGIONAL SCALE|50 TO HUNDREDS KM|GENERAL/BACKGROUND; REGIONAL TRANSPORT|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2017-06-16|||||0226|Clark County, NV DAQEM|9769|35.785665|-115.357087|NAD83|1.0|924.0|4.0|OTHER|Jean|1965 State Hwy 161, Jean, NV|Nevada|Clark|Jean|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
11|32|003|0075|88101|3|PM2.5 - Local Conditions|2018-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-01-01|Y||SLAMS||0226|Clark County, NV DAQEM|91229|36.270592|-115.238282|NAD83|1.0|709.0|5.0|TOP OF BUILDING|Joe Neal|6651 W. AZURE AVE|Nevada|Clark|Las Vegas|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
12|32|510|0020|88101|2|PM2.5 - Local Conditions|2013-04-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION|521|Met One E-FRM PM2.5 with VSCC - Gravimetric|2016-04-14|||SLAMS||0757|Nevada Division Of Environmental Protection|97369|39.1447|-119.7661|WGS84|15.0|1408.0|4.9|TOP OF BUILDING|Carson City Armory|2601 SOUTH CARSON ST (OLD NATIONAL GUARD ARMORY)|Nevada|Carson City|Carson City|16180|Carson City, NV|456|Reno-Carson City-Fernley, NV||
13|32|031|1005|88101|1|PM2.5 - Local Conditions|2012-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2012-01-01|Y|Y|SLAMS||1138|Washoe County District Health Department|9828|39.540917|-119.746761|WGS84|15.0|1341.0|||Sparks|750 4TH ST, SPARKS, NV 89431|Nevada|Washoe|Sparks|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
14|32|031|0025|88101|1|PM2.5 - Local Conditions|2019-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2019-01-01|Y|Y|SLAMS||1138|Washoe County District Health Department|91147|39.399837|-119.739606|WGS84|15.0|1341.0|5.1|TOP OF BUILDING|Toll|684A STATE ROUTE 341, RENO NV 89521|Nevada|Washoe|Reno|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
15|32|003|0298|88101|3|PM2.5 - Local Conditions|2013-10-03|||MOBILE|MIDDLE SCALE|100 M TO 500 M|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2017-09-18|Y|Y|SLAMS||0226|Clark County, NV DAQEM|9748|36.048705|-115.052942|NAD83|15.18|0.0|4.0|TOP OF BUILDING|Green Valley|298 ARROYO GRANDE|Nevada|Clark|Henderson|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
16|32|003|8000|88101|1|PM2.5 - Local Conditions|2013-03-15|2018-09-30|All (2013-03-15 - 2018-09-30)|AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2013-03-15|||||648|Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, NV|96995|36.357786|-115.362234|WGS84|1.0|1.0|4.0|TOP OF BUILDING|Las Vegas Paiute Air Quality Site|No Address|Nevada|Clark|Not in a City|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ|648|Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, NV
17|32|031|0016|88101|1|PM2.5 - Local Conditions|1999-01-01|2019-12-31||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|142|BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric|2011-01-03|||||1138|Washoe County District Health Department|9821|39.525083|-119.807717|WGS84|15.0|1341.0|5.0|TOP OF BUILDING|Reno3|301 A STATE STREET, RENO, NV 89502|Nevada|Washoe|Reno|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
18|32|003|1019|88101|3|PM2.5 - Local Conditions|2013-04-05||||REGIONAL SCALE|50 TO HUNDREDS KM|GENERAL/BACKGROUND|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2017-06-08|Y||SLAMS||0226|Clark County, NV DAQEM|9769|35.785665|-115.357087|NAD83|1.0|924.0|4.0|TOP OF BUILDING|Jean|1965 State Hwy 161, Jean, NV|Nevada|Clark|Jean|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
19|32|510|0020|88101|1|PM2.5 - Local Conditions|2013-04-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2013-04-01|Y|Y|SLAMS||0757|Nevada Division Of Environmental Protection|97369|39.1447|-119.7661|WGS84|15.0|1408.0|4.9|TOP OF BUILDING|Carson City Armory|2601 SOUTH CARSON ST (OLD NATIONAL GUARD ARMORY)|Nevada|Carson City|Carson City|16180|Carson City, NV|456|Reno-Carson City-Fernley, NV||
20|32|031|1007|88101|1|PM2.5 - Local Conditions|2017-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|2017-01-01|Y|Y|SLAMS||1138|Washoe County District Health Department|102842|39.621434|-119.71877|NAD83|15.0|1368.0|5.1|TOP OF BUILDING|Spanish Springs|7200 Pyramid Hwy, Sparks, NV, 89441|Nevada|Washoe|Sparks|39900|Reno, NV|456|Reno-Carson City-Fernley, NV||
21|32|003|0071|88101|3|PM2.5 - Local Conditions|2020-01-01|||MOBILE|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2020-01-01|Y||SLAMS||0226|Clark County, NV DAQEM|9744|36.16976|-115.263038|NAD83|15.18|780.0|4.0|TOP OF BUILDING|Walter Johnson|7701 DUCHARME AVE|Nevada|Clark|Las Vegas|29820|Las Vegas-Henderson-Paradise, NV|332|Las Vegas-Henderson, NV-AZ||
